Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
199,Rana Muneer Durrani,Mustafa Durrani,H No. 839 S No. 8 Afindi road PESHAWAR,2-5-75,HSSC,22-8-94,A,C
200,Asia Muzammil Baber Jaffery,Muzammil Baber Jaffery,Ho. no. 386 Street No. 71  Noshera,2-1-75,A level,25-8-94,A,C
201,Ch. Abdus Sammi Khan,Nawabzada Naeem Khan,h#  700 St. No. 67 Lane 3 Khybar road PSH,4-2-74,A-Level,29-8-94,A,C
202,Muamar Mujtaba Ansari,M. Jabir Ansari,House #  15 st. #  62 Industrial estate peshawar,4-10-74,FSc,3-8-94,A,C
203,Shehnaz Danish,Danish Masroor,H# 561 street no.57  Jalabad Hasanabdal,7-7-74,A-Level,6-8-94,A,C
204,Muamar Ansari,AAqil Ansari,house # 876 street no.21  University coloney peshawar,7-7-74,FSc,9-8-94,A,C
205,Aneesa Sehti,Ghazanfar Hameed Sehti,House No.191 Street # 16  Lohi pura Gilgit,9-3-76,F.Sc.,13-8-94,A,C
206,Ali Ali Haqqie,Munir Abdul Suleh Haqqie,Ho. # 737 s# 11  Pakistan hostel Sawat,9-12-76,Fsc,16-8-94,A,C
207,Sheik Danish Sehti,Sh. Tabraiz Sehti,house no.52 s# 7  Afindi road Peshawar,11-12-76,F.Sc.,19-8-94,A,C
208,Alina Najeeb,Najeeb Rafi,ho. #  366 street #  70 Dehri Gilgit,14-9-76,Fsc,22-8-94,A,C
209,Kishwar Adnan,Adnan Zulfiqar,Ho. No. 913 S No. 65 Hospital road Abbotabad,14-5-75,A level,26-8-94,A,C
210,Zulqur nain Salim,Salim Yaar Muhammad,H No. 227 S No. 61 Cantt. road Haripur,16-5-75,HSSC,29-8-94,A,C
211,Kishwar Kazmi,Rahat Kazmi,Ho. no. 542 St. No. 56 Afindi road Psh,16-2-75,A level,3-8-94,A,C
212,Murtaza Waqas Niazi,Wajid Abdul Mannan Niazi,h no. 89 st. #  19 Taj abad Abbotabad,18-10-75,HSSC,6-8-94,A,C
213,Momd. Salim Ismaili,Tabraiz Sattar Ismaili,House #  403 s no. 14 Shakrial Mardan,18-11-74,FSc,10-8-94,A,C
214,Nazma Momd. Abdul Hannan Niazi,Momd. Abdul Hannan Niazi,H# 718 street no.10  Industrial estate PSH,21-7-74,A-Level,13-8-94,A,C
215,Hamid Kishwar,Kishwar Zulfiqar,house # 32 Street # 73  Karnianwala Attock,21-3-74,FSc,16-8-94,A,C
216,Sana Ullah Awan,Ibraheem Awan,h# 579 St. # 68  University coloney PSH,23-4-74,A-Level,19-8-94,A,C
217,Sahibzada Furqan Haqq,Talha Haqq,Ho. # 893 s# 64  Lane 3 Khybar road psh,23-12-76,Fsc,23-8-94,A,C
218,Ubaid Sherazi,Ijaz Mehmood Sherazi,house no.208 street # 59  Garrizon Mansehra,25-9-76,F.Sc.,26-8-94,A,C
219,Moeena Namani,Rana Sahir Namani,ho. # 755 street # 22  Afindi road psh,27-9-76,Fsc,29-8-94,A,C
220,Shahid Abdul Mannan,Abdul Mannan Kabir,Ho. No. 69 S No. 18 Pind dadu Abbotabad,28-5-75,A level,4-8-94,A,C
221,Shahzor Usman,Usman Shariq,H No. 384 St. No. 13 Bara qabrustan Haripur,1-2-75,HSSC,7-8-94,A,C
222,Viqar-un-Nisa Sheharyar Khanzada,Sheharyar Khanzada,Ho. no. 930 St. No. 8 Industrial estate Psh,1-2-75,A level,10-8-94,A,C
223,Chodhary Muamar Qureshi,Rai Affan Qureshi,h no. 245 s no. 72 Shuakat coloney Abbotabad,3-11-75,HSSC,13-8-94,A,C
224,Zabir Ismaili,Mirza Husain Ismaili,House #  559 street no. 67 Jamurd  town peshawar,3-7-74,FSc,17-8-94,A,C
225,Jameela Hussaini,Mouhammad Zubair Hussaini,H#  106 street no. 62 Lane 3 Khybar road PSH,5-7-74,A-Level,20-8-94,A,C
226,Mustansar Sageer,Sageer Qudoos,house # 421 St. # 58  Dak ghar Attock,6-4-74,FSc,23-8-94,A,C
227,Shams Paracha,Farzan Paracha,h# 735 s# 21  Afindi road PSH,8-12-74,A-Level,26-8-94,A,C
228,Daud Ghulam Yasin Haqq,Abdul Haseeb Haqq,Ho. # 282 Street No.16  Jamurd  town psh,8-1-76,Fsc,1-8-94,A,C
229,Tipo Rasheed Paracha,Kalim Azam Paracha,house no.596 street # 11  Mujahid block Mansehra,10-9-76,F.Sc.,4-8-94,A,C
230,Maha Zaidi,Hafiz Fakhar Zaidi,ho. # 911 S# 75  Industrial estate psh,12-6-76,Fsc,7-8-94,A,C
231,Muslim Kamal,Kamal Yaar Muhammad,House No.225 S# 70  Jalabad Sawat,12-6-76,F.Sc.,10-8-94,A,C
232,Imtiaz Rehmat,Rehmat Zaran,H No. 772 St. No. 65 Kamra chowk Haripur,15-2-75,HSSC,14-8-94,A,C
233,Rida Wajid Khanzada,Wajid Khanzada,Ho. no. 87 s no. 61 Lane 3 Khybar road Psh,15-11-75,A level,17-8-94,A,C
234,Raja Haseen Usmani,Rasheed Azhar Usmani,h no. 401 street no. 24 Pakistan hostel Abbotabad,17-7-75,HSSC,20-8-94,A,C
235,Sameer Tanveer Kharasani,Mohammed Abdul Rafay Kharasani,House #  948 St. no. 19 Hayata Abad peshawar,17-8-74,FSc,24-8-94,A,C
236,Nimra Hussaini,Shk. Zameer Hussaini,H#  262 St. #  15 Jamurd  town PSH,19-4-74,A-Level,27-8-94,A,C
237,Annan Anwer,Anwer Ibraheem,house #  577 s#  10 Hospital road Attock,19-12-74,FSc,1-8-94,A,C
238,Syed Abdur Raziq Hussaini,Talha Hussaini,h# 124 Street No.73  Industrial estate PSH,22-1-74,A-Level,4-8-94,A,C
239,Daud Hameed Haque,Ijaz Saleem Haque,Ho. # 438 street # 69  Kusar coloney Sawat,22-9-76,Fsc,8-8-94,A,C
240,Nawabzada Abdul Suleh Pasha,Shahroze Muzammil Pasha,house no.753 S# 64  Bhatta Mansehra,24-6-76,F.Sc.,11-8-94,A,C
241,Suryya Aga Bulbul Haque,Aga Bulbul Haque,ho. # 299 S# 59  Lane 3 Khybar road psh,26-6-76,Fsc,14-8-94,A,C
242,Mustafa Anwar,Anwar Jibran,House No.614 St. No.23  Jalsa gha Sawat,26-2-76,F.Sc.,17-8-94,A,C
243,Nazir Baber,Baber Muneer,H No. 928 s no. 18 Sihaal Haripur,29-11-75,HSSC,21-8-94,A,C
244,Sanam Butt,Rai Butt,Ho. no. 475 s no. 13 Jamurd  town Psh,29-11-75,A level,24-8-94,A,C
245,Jamil Ansary,Muamar Shaukat Ansary,h no. 790 St. no. 76 Factory road Abbotabad,2-8-75,HSSC,27-8-94,A,C
246,Athar Tanvir Kharasani,Ch. Farman Kharasani,Ho. No. 104 St. #  72 Industrial estate Psh,2-4-75,A level,1-8-94,A,C
247,Kausar Ansary,Mirza Noor Ansary,H#  651 St. #  67 Hayata Abad PSH,4-4-74,A-Level,5-8-94,A,C
248,Iffan Kamran,Kamran Farzan,house #  965 Street No. 62 Pind dadu Attock,4-1-74,FSc,8-8-94,A,C
249,Sultan Salim Bhatti,Abdul Haseeb Bhatti,h# 280 street # 26  Lane 3 Khybar road PSH,7-9-74,A-Level,11-8-94,A,C
250,Ejaz Hamid Satti,Kalim Najum Satti,Ho. # 594 st. # 21  Daniyaal town Sawat,7-10-76,Fsc,15-8-94,A,C
251,Aun Pasha,Fakhar Yaar Muhammad Pasha,house no.141 S# 16  Haider road Mansehra,9-6-76,F.Sc.,18-8-94,A,C
252,Sara Mohammad Jabbar Shah,Mohammad Jabbar Shah,ho. # 456 St. No.12  Jamurd  town psh,11-2-76,Fsc,21-8-94,A,C
253,Soneel Shahzor,Shahzor Rayyan,House No.770 Street # 75  Buliyan wali Sawat,11-3-76,F.Sc.,24-8-94,A,C
254,Latif Shah,AAdil Shah,H No.317 s no.70  Lane 6 Mall road PESHAWAR,13-11-75,HSSC,28-8-94,A,C
255,Batool Butt,Rasheed Butt,Ho. no. 631 St. no. 66 Hayata Abad Psh,14-8-75,A level,2-8-94,A,C
256,Muneer Nadeem Abbasi,Karam Faisal Abbasi,h no. 946 St. no. 61 Chandi bazar Abbotabad,16-8-75,HSSC,5-8-94,A,C
257,Shuja Durrani,Sahibzada Zameer Durrani,Ho. No. 492 St. #  24 Lane 3 Khybar road Psh,16-4-75,A level,8-8-94,A,C
258,Mahreen Mohammed Viqar-ul-Islam Ansary,Mohammed Viqar-ul-Islam Ansary,H#  807 Street No. 20 Lane 6 Mall road PSH,18-1-74,A-Level,12-8-94,A,C
259,Qaisar Baqir,Baqir Azhar,house #  122 Street No. 15 Odean chowk Attock,18-1-74,FSc,15-8-94,A,C
260,Shaheen Ansary,Pervaiz Ansary,h#  668 st. #  10 Jamurd  town PSH,20-10-74,A-Level,18-8-94,A,C
261,Amra Satti,Shahroze Abdul Malik Satti,House # 983 S# 74  Lohi pura Hasanabdal,21-6-74,FSc,21-8-94,A,C
262,Yawar Haqqie,Bulbul Karam Illahi Haqqie,house no.297 street no.69  Chand mari Mansehra,23-7-76,F.Sc.,25-8-94,A,C
263,AAmina Satti,Sheikh Shahid Satti,ho. # 844 Street # 64  Hayata Abad psh,25-3-76,Fsc,28-8-94,A,C
264,Salim Emmad-ud-Din,Emmad-ud-Din Munir,House No.158 s no.27  Khumar road Sawat,25-11-76,F.Sc.,2-8-94,A,C
265,Sheik Zameer Shah,Imran Shah,Ho. # 473 s# 23  Lane 3 Khybar road psh,27-12-76,Fsc,5-8-94,A,C
266,Sadia Muamar Chohan,Muamar Chohan,Ho. no.20 St. no.18  Lane 6 Mall road Psh,27-8-75,A level,9-8-94,A,C
267,Sh. Kareem Jaffery,Rizwan Qudoos Jaffery,h no. 334 S No. 13 Kusar coloney Abbotabad,1-5-75,HSSC,12-8-94,A,C
268,Hamid Durrani,M. Noor Durrani,Ho. No. 649 S No. 77 Jamurd  town Psh,1-5-75,A level,15-8-94,A,C
269,Asiya Adnan,Adnan Yousaf,H#  963 Street No. 72 Bunkhar gali Hasanabdal,3-1-74,A-Level,19-8-94,A,C
270,Arman Atif,Atif Abdul Mujeeb,house #  510 st. #  67 Eid gha Attock,3-10-74,FSc,22-8-94,A,C
271,Hussain Ansari,Abid Ansari,h#  824 st. #  63 Hayata Abad PSH,5-10-74,A-Level,25-8-94,A,C
272,Nida Khattak,Fakhar Abdul Ahad Khattak,House #  139 street no. 26 Noorpur Hasanabdal,5-7-74,FSc,28-8-94,A,C
273,M. Muazzam Haqqie,Momd. Jabbar Haqqie,house no.686 Street # 21  Durre Peshawar,8-3-76,F.Sc.,3-8-94,A,C
274,Badar Sehti,Sheikh Sameer Sehti,ho. # 0 Street # 17  Lane 6 Mall road psh,10-3-76,Fsc,6-8-94,A,C
275,Najam Obaid,Obaid Najum,House No.315 s# 12  Nai abadi Sawat,10-12-76,F.Sc.,9-8-94,A,C
276,Umar Abdul Suleh Baig,Emmad-ud-Din Baig,Ho. # 861 St. no.75  Jamurd  town psh,12-8-76,Fsc,12-8-94,A,C
277,Hadiqa Chatta,Munnawar Chatta,Ho. no.176 street # 71  Durre Psh,12-9-75,A level,16-8-94,A,C
278,Haroon Baig,Mahtab Sohail Baig,h no. 490 S No. 66 Daniyaal town Abbotabad,15-5-75,HSSC,19-8-94,A,C
279,Abdul Hameed Aqeel Khan,Chodhary Viqar-ul-Islam Khan,Ho. No. 37 Street No. 29 Hayata Abad Psh,15-1-75,A level,22-8-94,A,C
280,Amber Niazi,Momd. Mujeeb Niazi,H No. 352 St. No. 24 Jamurd  town PESHAWAR,17-2-75,HSSC,25-8-94,A,C
281,Ajmal Yasin,Yasin Emmad-ud-Din,house #  666 st. #  20 Doley shah Attock,17-10-74,FSc,29-8-94,A,C
282,Yawar Awan,AAmer Awan,h#  213 street no. 15 Lane 6 Mall road PSH,19-7-74,A-Level,3-8-94,A,C
283,Hira Haqq,Aftab Bakht Haqq,House #  527 street no. 78 Farooqia Hasanabdal,19-7-74,FSc,6-8-94,A,C
284,Nawabzada Umar Kiyyani,Abdul Malik Annan Kiyyani,house no.842 Street # 74  Kotlia Mansehra,22-3-76,F.Sc.,10-8-94,A,C
285,Kashaf Namani,Hafiz Zil-e-Ali Namani,ho. # 157 s# 69  Durre psh,24-12-76,Fsc,13-8-94,A,C
286,Zabir Qamar,Qamar Atif,House No.703 s# 64  Chittian hattian Sawat,24-12-76,F.Sc.,16-8-94,A,C
287,Mohammad Abdul Mannan Qureshi,Abdul Qadir Qureshi,Ho. # 18 street # 28  Hayata Abad psh,26-9-76,Fsc,19-8-94,A,C
288,Naz Khanzada,Abdul kareem Khanzada,Ho. no.332 S No.23  Khybar road Psh,26-5-75,A level,23-8-94,A,C
289,Inayyat Qureshi,Shaukat Shan Qureshi,h no.879 S# 18  Mitran walia Abbotabad,28-6-75,HSSC,26-8-94,A,C
290,Rahmat Ghani Ismaili,Mouhammad Jamil Ismaili,Ho. No. 193 St. No. 14 Lane 6 Mall road Psh,2-2-75,A level,29-8-94,A,C
291,Sadaf Niazi,Shk. Kishwar Niazi,H No. 508 st. #  77 Hayata Abad PESHAWAR,2-10-75,HSSC,3-8-94,A,C
292,Jibran Abdul Hannan,Abdul Hannan Raza,house #  55 s no. 72 Kamalia Attock,2-11-74,FSc,7-8-94,A,C
293,Aga Shahid Paracha,Faisal Paracha,h#  369 street no. 68 Durre PSH,4-7-74,A-Level,10-8-94,A,C
294,Farha Aun Tanvir Haqq,Aun Tanvir Haqq,House #  684 St. #  31 City Road Hasanabdal,4-4-74,FSc,13-8-94,A,C
295,Mouhammed Pervaiz Paracha,Mazhar Affan Paracha,H#  230 St. #  26 Kusar coloney Attock,6-4-74,A-Level,16-8-94,A,C
296,Rukhsana Agha Ubaid Namani,Agha Ubaid Namani,ho. # 545 s# 21  Khybar road psh,9-12-76,Fsc,20-8-94,A,C
297,Wajid Zishan,Zishan Jan,House No.859 street # 17  Bunkhar gali Sawat,9-9-76,F.Sc.,23-8-94,A,C
298,Obaid Haroon Namani,Arif Namani,Ho. # 406 S No.80  Lane 6 Mall road psh,11-5-76,Fsc,26-8-94,A,C
299,Tamania Khanzada,Aslam Khanzada,Ho. no.721 S# 75  Bara market Psh,11-6-75,A level,1-8-94,A,C
