SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
181,Azra Khanzada,Mujeeb Khanzada,1,H# 17 st. # 20  Park road Kharian,8-Oct-77,21-Aug-01,A,C,M.Phil
182,Asif Sharif Usmani,Shakeel Usmani,0,house # 331 S# 16  Zikria Bahawalpur,8-Jun-77,24-Aug-01,A,C,BE
183,Iqra Ismaili,Khurram Noor Ismaili,1,House No.646 S# 11  Landi D.I. Khan,10-Jun-79,28-Aug-01,A,C,BS
184,Murtaza Yasin Hussaini,Sheik Nazir Hussaini,0,Ho. # 192 Street # 6  Taj abad Gujrawala,10-Mar-79,2-Aug-01,A,C,MSc
185,Saleem Farzan,Farzan Farooq,0,house no. 507 s no. 70 Nizam pur Wazirabad,13-Nov-79,5-Aug-01,A,C,BS
186,Afeera Nabeel,Nabeel Safi,1,h no. 822 s#  65 Jalsa gha Sahiwal,15-Dec-78,9-Aug-01,A,C,MS
187,Abdul Suleh Haque,Atif Haque,0,Ho. No. 368 St. no. 60 Karnianwala Kabirwala,15-Aug-78,12-Aug-01,A,C,M.Sc
188,Mukhtar Paracha,Abdus Sammi Talha Paracha,0,H No. 683 St. #  56 Karimabad Shekhopura,17-Apr-78,15-Aug-01,A,C,MS
189,Nida Haque,Ch. Mekail Haque,1,Ho. no. 997 S No. 19 Karkhana road Melsi,17-May-78,18-Aug-01,A,C,M.Sc
190,Sonil Sherazi,Mirza Shams-ul-Islam Sherazi,0,h#  544 Street No. 14 Garrizon Dera Ismail Khan,19-Jan-77,22-Aug-01,A,C,M.Phil
191,Abdul Mannan Rayyan,Rayyan Akmal,0,House # 859 st. # 10  Ramzania Gujrat,20-Oct-77,25-Aug-01,A,C,BE
192,Wajiha Sherazi,Kishwar Sherazi,1,H# 173 st. # 5  Bara bazar Faisalabad,22-Oct-77,28-Aug-01,A,C,M.Phil
193,Anjum Saaleh Usmani,Abdullah Zabir Usmani,0,house # 720 S# 68  Jamia masjid chowk Sahiwal,22-Jun-77,2-Aug-01,A,C,BE
194,Hala Kharasani,Muslim Hamid Kharasani,1,House No.34 Street # 63  Niazi town Jehlum,24-Mar-79,6-Aug-01,A,C,BS
195,Muamar Ghulam Yasin Usmani,Syyed Amjad Usmani,0,Ho. # 349 Street # 59  Shuakat coloney Abdul Hakim,24-Mar-79,9-Aug-01,A,C,MSc
196,Shan Arshad,Arshad Nazar,0,house no.663 s# 54  Mutian wala D.G. Khan,26-Dec-79,12-Aug-01,A,C,BS
197,Iffat Viqar-ul-Islam,Viqar-ul-Islam Usman,1,ho. #  210 St. no. 17 Hamdarad road Dera Ismail Khan,29-Aug-79,15-Aug-01,A,C,MSc
198,Shk. Imtiaz Laghari,Jan Laghari,0,Ho. No. 525 street #  13 Dak ghar LalaMusa,29-Sep-78,19-Aug-01,A,C,M.Sc
199,Abdul Hameed Abbasi,Nabeel Viqar-ul-Islam Abbasi,0,H No. 839 S No. 8 Cement factory coloney Sialkot,2-May-78,22-Aug-01,A,C,MS
