Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
1996,Syyed Siraj Sehti,Muneer Rasheed Sehti,H No. 441 street no. 91 Illyas abad Haripur,6-7-81,HSSC,3-8-00,A,C
1997,Mounazza Haqqie,Ch. Rai Haqqie,Ho. no. 756 St. no. 86 Durre Psh,8-8-81,A level,6-8-00,A,C
1998,Abdul Najeeb Nazar,Nazar Muamar,h#  302 St. #  81 Biyaal Attock,8-4-80,A-Level,10-8-00,A,C
1999,Umar Chohan,Farman Chohan,House # 617 s# 77  Bara market peshawar,11-12-80,FSc,13-8-00,A,C
2000,Shafaq Baig,Noor Baig,H# 932 Street No.40  Khybar road PSH,11-1-80,A-Level,16-8-00,A,C
2001,Nadeem Khan,Farzan Zubair Khan,ho. # 478 street # 35  Shehar bazar Mansehra,13-9-82,Fsc,20-8-00,A,C
2002,Tahira Sheikh Abdul Haseeb Jaffery,Sheikh Abdul Haseeb Jaffery,House No.793 S# 31  Officers coloney Peshawar,15-6-82,F.Sc.,23-8-00,A,C
2003,Qudoos Khan,Aga Kalim Khan,Ho. # 107 S# 94  Bara market psh,15-6-82,Fsc,26-8-00,A,C
2004,Kareem Qasim,Qasim Fakhar,house no.654 St. No.89  Karki Mansehra,17-2-82,F.Sc.,29-8-00,A,C
2005,Nida Niaz Khattak,Niaz Khattak,h no. 969 s no. 85 Air port coloney PESHAWAR,18-11-81,HSSC,4-8-00,A,C
2006,Naeem Nazar Minhas,Rayyan Ibraheem Minhas,Ho. No. 283 s no. 80 Afangi block Abbotabad,20-11-81,A level,7-8-00,A,C
2007,Nawabzada Badar Sehti,AAdil Shabi Sehti,H No. 830 St. no. 43 Saat meel Haripur,20-8-81,HSSC,10-8-00,A,C
2008,Shehnaz Sahibzada Rasheed Haq,Sahibzada Rasheed Haq,Ho. no. 144 St. #  39 Khybar road Psh,22-4-81,A level,13-8-00,A,C
2009,Firdous Zafar,Zafar Fakhar,h#  459 St. #  34 Shah malung Attock,22-4-80,A-Level,17-8-00,A,C
2010,Farman Uhad,Uhad Jabbar,House #  773 Street No. 29 kurang nala Mardan,24-1-80,FSc,20-8-00,A,C
2011,Feroza Qureshi,Rayyan Qureshi,H# 320 street # 93  Bara market PSH,25-9-80,A-Level,23-8-00,A,C
2012,Noor Khanzada,Najum Inayyat Khanzada,house # 635 st. # 88  Kotlia Attock,27-10-80,FSc,26-8-00,A,C
2013,Sonia Rana Emmad-ud-Din Niazi,Rana Emmad-ud-Din Niazi,House No.949 S# 83  Air port coloney Peshawar,29-6-82,F.Sc.,1-8-00,A,C
2014,Aga Kishwar Ismaili,Chodhary Karam Ismaili,Ho. # 496 Street # 78  Officers coloney psh,29-3-82,Fsc,4-8-00,A,C
2015,Ibrahim Nadeem,Nadeem Mahtab,house no.810 Street # 42  Surahi bazar Mansehra,2-3-82,F.Sc.,7-8-00,A,C
2016,Fatima Viqar-ul-Islam Haqq,Viqar-ul-Islam Haqq,h no. 125 s no. 37 Afridi block PESHAWAR,3-11-81,HSSC,11-8-00,A,C
2017,Nabeel Paracha,Zil-e-Ali Umer Paracha,Ho. No. 671 St. no. 32 Sukkhan abad Abbotabad,5-8-81,A level,14-8-00,A,C
2018,Sh. Arif Haqq,Daud Amjad Haqq,H No. 986 St. no. 28 Deinga Haripur,5-8-81,HSSC,17-8-00,A,C
2019,Babra Sherazi,Shk. Abdul Qadir Sherazi,Ho. no. 301 S No. 91 Bara market Psh,7-5-81,A level,20-8-00,A,C
2020,Khalid Sabir,Sabir Bulbul,h#  847 Street No. 86 Park road Attock,7-1-80,A-Level,24-8-00,A,C
2021,Jan Abdur Raziq,Abdur Raziq Shahid,House #  162 Street No. 82 Zikria Mardan,9-1-80,FSc,27-8-00,A,C
2022,Fatima Qureshi,Munir Qureshi,H# 476 st. # 45  Officers coloney PSH,10-10-80,A-Level,1-8-00,A,C
2023,Mustafa Khanzada,Imran Adnan Khanzada,house # 23 S# 40  Kumria Attock,12-6-80,FSc,4-8-00,A,C
2024,Jameela Usmani,Hafiz Raza Usmani,House No.337 street no.36  Afridi block Peshawar,14-7-82,F.Sc.,8-8-00,A,C
2025,Daniyal Ismaili,Nawabzada Mumtaz Ismaili,Ho. # 652 Street # 31  Air port coloney psh,14-3-82,Fsc,11-8-00,A,C
2026,Bulbul Abdur Rahman,Abdur Rahman Sana Ullah,house no.199 s no.94  Biyaal Mansehra,16-11-82,F.Sc.,14-8-00,A,C
2027,Hadiqa Yousaf Ismaili,Yousaf Ismaili,ho. # 513 s# 90  Bara market psh,16-12-82,Fsc,17-8-00,A,C
2028,Nawabzada Momin Paracha,Tipu Abdus Sammi Paracha,Ho. No. 828 St. no. 85 Karkhana road Abbotabad,19-8-81,A level,21-8-00,A,C
2029,Sohail Haque,Abid Muneer Haque,H No. 142 S No. 80 Shehar bazar Haripur,19-5-81,HSSC,24-8-00,A,C
2030,Mahpara Paracha,Raja Arif Paracha,Ho. no. 689 S No. 44 Officers coloney Psh,21-5-81,A level,27-8-00,A,C
2031,Rayyan Zil-e-Ali,Zil-e-Ali Sattar,h#  3 Street No. 39 Bara bazar Attock,21-1-80,A-Level,2-8-00,A,C
2032,Sheikh Zarar Sherazi,Sameer Sherazi,House #  318 st. #  34 Afridi block peshawar,23-10-80,FSc,5-8-00,A,C
2033,Hala Najum Zaidi,Najum Zaidi,H#  865 st. #  29 Air port coloney PSH,23-10-80,A-Level,8-8-00,A,C
2034,Murtaza Kaleem Kharasani,Emmad-ud-Din Shaheen Kharasani,house # 179 street no.93  Afangi block Attock,26-7-80,FSc,11-8-00,A,C
2035,Nimra Usmani,Aga AAmer Usmani,House No.494 Street # 88  University coloney Peshawar,28-3-82,F.Sc.,15-8-00,A,C
2036,Ijaz Jibran Kharasani,Rana Aftab Kharasani,Ho. # 40 Street # 83  Afridi block psh,28-3-82,Fsc,18-8-00,A,C
2037,Abdul Qadeer Arman,Arman Abdul Malik,house no.355 s# 47  Shah malung Mansehra,1-12-82,F.Sc.,21-8-00,A,C
2038,Qirat Laghari,Zil-e-Ali Laghari,ho. # 669 St. no.42  Officers coloney psh,1-8-82,Fsc,24-8-00,A,C
2039,Mouhammad Latif Bhatti,Atif Ghulam Yasin Bhatti,Ho. No.216 street # 37   Abbotabad,3-9-81,A level,28-8-00,A,C
2040,Obaid Niaz Haque,Abdul Qadir Ismail Haque,H No. 531 S No. 33 Akbar masjid Haripur,4-5-81,HSSC,2-8-00,A,C
2041,Kishwar Pasha,Mouhammad Abdul kareem Pasha,Ho. no. 845 Street No. 96 Air port coloney Psh,6-1-81,A level,5-8-00,A,C
2042,Mahtab Islam,Islam Shaukat,h no. 392 St. No. 91 Jaamia Masjid road Abbotabad,6-2-81,HSSC,8-8-00,A,C
2043,Ghulam Mustafa Anjum Butt,Jamil Butt,House #  706 st. #  87 University coloney peshawar,8-10-80,FSc,12-8-00,A,C
2044,Tahira Imran Abbasi,Imran Abbasi,H#  21 street no. 82 Afridi block PSH,8-7-80,A-Level,15-8-00,A,C
2045,Mouhammed Muamar Butt,Raza Shehzad Butt,house #  335 street no. 45 Sukkhan abad Attock,10-7-80,FSc,18-8-00,A,C
2046,Sultan Ansary,Mohammad Faisal Ansary,h# 882 St. # 41  Officers coloney PSH,13-4-80,A-Level,21-8-00,A,C
2047,Yousaf Bashir,Bashir Aun,Ho. # 197 s# 36  Dehri Sawat,13-12-82,Fsc,25-8-00,A,C
2048,Usman Abdur Rahim,Abdur Rahim Mazhar,house no.511 s# 31  Park road Mansehra,15-12-82,F.Sc.,28-8-00,A,C
2049,Shahina Satti,Tipu Satti,ho. # 58 street # 94  Air port coloney psh,15-9-82,Fsc,2-8-00,A,C
2050,Ghulam Mustafa Bhatti,Jan Rehmat Bhatti,Ho. No.372 S No.90  Landi Abbotabad,17-5-81,A level,6-8-00,A,C
2051,Shujaat Satti,Arif Abdul kareem Satti,H No. 687 St. No. 85 Taj abad Haripur,18-2-81,HSSC,9-8-00,A,C
2052,Hadiqa Pasha,Choudhary Aslam Pasha,Ho. no. 234 St. No. 48 Afridi block Psh,20-2-81,A level,12-8-00,A,C
2053,Sammi Abdul Haseeb,Abdul Haseeb Nadeem,h no. 548 st. #  44 post office Abbotabad,20-10-81,HSSC,15-8-00,A,C
2054,Zamir Pasha,Najeeb Pasha,House #  863 street no. 39 Afindi road peshawar,22-7-80,FSc,19-8-00,A,C
2055,Aaima Abbasi,Emmad-ud-Din Abbasi,H#  409 street no. 34 University coloney PSH,22-7-80,A-Level,22-8-00,A,C
2056,Haseen Durrani,AAmer Rehan Durrani,house #  724 St. #  98 Karkhana road Attock,24-4-80,FSc,25-8-00,A,C
2057,Sameer Osman Abbasi,Sheik Munir Abbasi,h# 38 s# 93  Air port coloney PSH,27-12-80,A-Level,28-8-00,A,C
2058,Faizan Asfar,Asfar Abdul Malik,Ho. # 585 s# 88  Ramzania Sawat,27-12-82,Fsc,3-8-00,A,C
2059,Kaleem AAdil,AAdil Rafi,house no.900 street # 84  Bara bazar Mansehra,29-9-82,F.Sc.,6-8-00,A,C
2060,Naz Gondal,Yasin Gondal,ho. # 214 S No.47  Afridi block psh,29-5-82,Fsc,9-8-00,A,C
2061,Daniyal Yousaf Ansari,Sammi Gul Ansari,House No.761 S# 42  Mitthian Sawat,2-6-82,F.Sc.,12-8-00,A,C
2062,Abdur Rahman Satti,M. Abdul kareem Satti,H No.75 St. No.38  Afindi road PESHAWAR,2-2-81,HSSC,16-8-00,A,C
2063,Saira Mirza Shams Haqqie,Mirza Shams Haqqie,Ho. no. 390 st. #  33 University coloney Psh,5-10-81,A level,19-8-00,A,C
2064,Ghulam Mustafa Nazir,Nazir Jamil,h no. 704 s no. 96 Hamdarad road Abbotabad,5-11-81,HSSC,22-8-00,A,C
2065,Niaz Chohan,Anwar Chohan,House #  251 street no. 91 Industrial estate peshawar,7-7-80,FSc,26-8-00,A,C
2066,Rukshanda Baig,Murtaza Baig,H#  566 St. #  87 Afindi road PSH,7-4-80,A-Level,29-8-00,A,C
2067,Jamil Chohan,Faisal Aftab Chohan,house #  880 St. #  50  Attock,9-4-80,FSc,3-8-00,A,C
2068,Muhammad Athar Jaffery,Syyed Saaleh Jaffery,h#  427 s#  45 Afridi block PSH,11-12-80,A-Level,6-8-00,A,C
2069,Ghazanfar Amjad,Amjad Mazhar,Ho. # 741 street # 41  Bakra mandi Sawat,12-9-82,Fsc,10-8-00,A,C
2070,Abdul Najeeb Muaz,Muaz Kamran,house no.56 street # 36  Jalabad Mansehra,14-9-82,F.Sc.,13-8-00,A,C
2071,Asfia Saeed Khattak,Saeed Khattak,ho. # 602 S# 99  University coloney psh,14-6-82,Fsc,16-8-00,A,C
2072,Syed Ijaz Ansari,Shuja Zafar Ansari,House No.917 St. No.95  Kachi abadi Sawat,16-2-82,F.Sc.,19-8-00,A,C
2073,Shabeer Khattak,Ch. Aslam Khattak,H No.232 St. No.90  Industrial estate PESHAWAR,16-2-81,HSSC,23-8-00,A,C
2074,Kiran Haqqie,M. Jabir Haqqie,Ho. no.778 s no.85  Afindi road Psh,18-11-81,A level,26-8-00,A,C
2075,Baqir Ejaz,Ejaz Najeeb,h no. 93 street no. 49 Dehri Abbotabad,19-7-81,HSSC,29-8-00,A,C
2076,Sheikh Adul Qudoos Haq,AAqil Haq,Ho. No. 407 St. no. 44 Afridi block Psh,21-8-81,A level,3-8-00,A,C
2077,Abeera Baig,Amer Daud Baig,H#  954 St. #  39 Cantt. road Hasanabdal,21-4-80,A-Level,7-8-00,A,C
2078,Muneer Shakeel Chatta,Badar Ayyaz Chatta,house #  268 Street No. 35 Landi Attock,23-1-80,FSc,10-8-00,A,C
2079,Viqar-ul-Islam Kazmi,Khalid Rahat Kazmi,h#  583 Street No. 98 Taj abad Mardan,25-1-80,A-Level,13-8-00,A,C
2080,Sahibzada Azmat Niazi,Mouhammed Zabir Niazi,Ho. #  130 street #  93 Lane 3 Khybar road psh,25-9-82,Fsc,17-8-00,A,C
2081,Abdus Sattar Tabraiz,Tabraiz Masroor,house no.444 S# 89  Jalsa gha Mansehra,28-6-82,F.Sc.,20-8-00,A,C
2082,Nabeera Qasim,Qasim AAqil,ho. # 759 S# 52  Karnianwala Gilgit,28-6-82,Fsc,23-8-00,A,C
2083,Javed Abdur Rahman Haqq,Rahat Haqq,House No.73 Street # 47  University coloney Peshawar,1-3-82,F.Sc.,26-8-00,A,C
2084,Munir Qutab-ud-Din Awan,Badar Saaleh Awan,H No.620 s no.42  Factory road Haripur,1-11-81,HSSC,1-8-00,A,C
2085,Sanam Haqq,Taimor Inayyat Haqq,Ho. no.934 s no.38  Garrizon Noshera,3-11-81,A level,4-8-00,A,C
2086,Agha Abdul Hameed Kiyyani,Syed Abdul Rafay Kiyyani,h no. 249 St. no. 1 Afindi road PESHAWAR,4-8-81,HSSC,7-8-00,A,C
2087,Daniyal Ijaz,Ijaz Zulfiqar,Ho. No. 796 St. #  96 Bara bazar Haripur,6-4-81,A level,10-8-00,A,C
2088,Maha Sherazi,Ibraheem Sherazi,H#  110 S No. 92 Lane 3 Khybar road PSH,6-5-80,A-Level,14-8-00,A,C
2089,Farman Athar Qureshi,Ajmal Qureshi,house #  425 Street No. 87 Industrial estate peshawar,8-1-80,FSc,17-8-00,A,C
2090,Asif Jabir Khanzada,Ijaz Zamir Khanzada,h#  971 street #  50 Shuakat coloney Mardan,10-9-80,A-Level,20-8-00,A,C
2091,Azra Qureshi,Agha Rahmat Qureshi,House #  286 st. #  46 University coloney peshawar,10-10-80,FSc,23-8-00,A,C
2092,Farrukh Abdul Najeeb,Abdul Najeeb Latif,house no.600 S# 41  Buliyan wali Mansehra,13-6-82,F.Sc.,27-8-00,A,C
2093,Naz Gul,Gul Muazzum,ho. # 147 Street # 36  Dak ghar Gilgit,13-3-82,Fsc,1-8-00,A,C
2094,Farooq Ismaili,Sheharyar Ismaili,House No.462 Street # 0  Afindi road Peshawar,15-3-82,F.Sc.,4-8-00,A,C
2095,Mukhtar Paracha,Hayyat Farzan Paracha,H No.776 s no.95  Chandi bazar Haripur,15-11-81,HSSC,8-8-00,A,C
2096,Naz Shk. Husain Haqq,Shk. Husain Haqq,Ho. no.323 St. no.90  Lane 3 Khybar road Psh,17-8-81,A level,11-8-00,A,C
2097,Mirza Kamran Paracha,Mouhammad Sonil Paracha,h no.637 St. no.86  Industrial estate PESHAWAR,17-8-81,HSSC,14-8-00,A,C
2098,Jameel Shabi,Shabi Adul Qudoos,Ho. No. 952 S No. 49 Jalabad Haripur,20-5-81,A level,17-8-00,A,C
2099,Jaleela Sherazi,Farzan Sherazi,H#  267 Street No. 44 Jamurd  town PSH,20-1-80,A-Level,21-8-00,A,C
